,Unnamed: 0,COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE,FOGLIO,PARTICELLA,SUBALTERNO,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE,INDIRIZZO,FullAddress,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,ENTE_PUBBLICO,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT,Limiti amministrativi 2015 delle province di Regione Lombardia,ATS Regione Lombardia,:@computed_region_6hky_swhk,lat,lng,geometry,index_right,COD_REG,COD_ISTAT,PRO_COM,SEZ2011,SEZ,COD_STAGNO,COD_FIUME,COD_LAGO,COD_LAGUNA,COD_VAL_P,COD_ZONA_C,COD_IS_AMM,COD_IS_LAC,COD_IS_MAR,COD_AREA_S,COD_MONT_D,LOC2011,COD_LOC,TIPO_LOC,COM_ASC,COD_ASC,ACE,Shape_Leng,Shape_Area
45,45,1706800007519,03/07/2019,True,False,EDOLO,,55,105,6,False,False,E.1 (2),False,True,False,8,False,True,False,False,False,False,,Lombardia,EDOLO,VIA CANALE 59,VIA CANALE 59 EDOLO,,,46.18040205731677,10.328250500433636,"(46.18040205731677, 10.328250500433638)",F,1961-1976,70.0,0.0,251.0,0.0,True,False,False,True,False,False,red,yellow,False,G,518.6,"B (72,72)",,9.72,99.97,1448.24,3207.65,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,Si,8.0,10.0,515.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,321.21,1.28,450.36,0.04,0.04,Generatore a combustione,,Gas naturale,28.0,,,,0.94,0.0,478.26,,,,,,,0.0,0.0,0.0,,,,0.51,9.72,40.34,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,FEDERICO CHIODI,Diploma di geometra,,6.0,7.0,6.0,46.1804341,10.328217,POINT (602511.7348949049 5114952.666981122),33885,3.0,3017068.0,17068.0,170680000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706810002.0,10002.0,1.0,0.0,0,0,2599.67282692,102982.956614
46,46,10802300039417,29/06/2017,True,False,DESIO,,23,419,6,False,False,E.1(1),False,True,False,33,True,False,False,False,False,False,,Lombardia,DESIO,via Ballerio 6,via Ballerio 6 DESIO,,,,,,E,Dopo il 2006,43.5,43.5,190.65,190.65,True,True,True,True,False,False,yellow,green,False,A2,73.27,"A1 (98,02)",,152.2,13.94,0.0,305.4,0,0,0.0,0,0,0,5246,0,0,0,0,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27899.59,,67.37,0.35,22.83,0.02,0.01,Pompa di calore,,Energia elettrica,55.1,Generatore a combustione,Gas naturale,35.0,20.96,0.15,1.09,Pompa di calore,Energia elettrica,53.5,,,,0.0,9.45,0.0,Pompa di calore,Energia elettrica,55.1,0.26,125.08,72.18,,,,,,,Fotovoltaico,Energia elettrica,2.96,,,,Pompa di calore,Energia elettrica,55.1,,,,,,,86.0,,17.52,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Marco Lebba,Diploma di laurea in architettura,,,,,45.6205799,9.201274,POINT (515691.2931032418 5051912.421190363),25357,3.0,3108023.0,108023.0,1080230000113,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10802310001.0,10001.0,1.0,0.0,0,1,332.733352843,4999.00168404
47,47,1619800022717,01/07/2017,True,False,SERIATE,,4,6418,722,False,False,E.1(1),False,True,False,7,False,True,False,False,False,False,,Lombardia,SERIATE,Via Paderno 31,Via Paderno 31 SERIATE,,,,,,E,2011,61.04,0.0,214.2,0.0,True,False,False,True,False,False,red,red,False,F,198.05,"B (59,24)",,0.69,37.78,89.75,1141.53,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,5.0,9.0,175.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,142.25,0.66,80.54,0.05,0.43,Generatore a combustione,,Gas naturale,24.3,,,,0.46,0.61,175.92,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.3,0.87,0.08,22.13,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,Marco Ravasio,Diploma di geometra,Collegio dei geometri,,,,45.67990500000001,9.715067,POINT (555687.6730015931 5058732.366473119),31275,3.0,3016198.0,16198.0,161980000016,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619810002.0,10002.0,1.0,0.0,0,1,1268.29993682,91188.0035821
48,48,1702900169417,18/05/2017,True,False,BRESCIA,,24,6622,4,False,False,E.1(1),False,True,False,2,False,False,False,True,False,False,,Lombardia,BRESCIA,Via Quinta Villaggio Sereno 5,Via Quinta Villaggio Sereno 5 BRESCIA,Piano Terra,,,,,E,1946-1960,87.19,0.0,406.07,0.0,True,False,False,True,False,False,yellow,green,False,D,164.32,"C (118,81)",,8.18,38.83,1516.8,0.0,0,0,0.0,0,0,0,0,0,0,7579,0,0,,,1.0,Fabbricato - involucro opaco,No,10.0,7.0,144.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,185.92,0.46,71.53,0.02,0.11,Teleriscaldamento,,Teleriscaldamento,20.0,,,,0.55,0.0,130.39,,,,,,,0.0,0.0,0.0,Teleriscaldamento,Teleriscaldamento,20.0,0.51,8.18,33.92,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,MICHELE GASPARETTO,Diploma di geometra,,,,,45.5156109,10.1937323,POINT (593236.5983272961 5040923.827817524),12143,3.0,3017029.0,17029.0,170290001366,1366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702910001.0,10001.0,1.0,17029005.0,5,6,1137.75225872,72762.5
49,49,1622200008516,12/05/2016,True,False,URGNANO,,15,2788,3,False,False,E.1(1),False,True,False,6,False,True,False,False,False,True,Annuncio commerciale,Lombardia,URGNANO,VIA VITTORIO VENETO 45,VIA VITTORIO VENETO 45 URGNANO,1°,,,,,E,1961-1976,86.26,0.0,324.83,0.0,True,False,False,True,False,False,red,yellow,False,G,135.24,"B (37,84)",,0.0,25.73,0.0,1117.69,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,No,7.0,9.0,129.77,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,98.95,0.3,78.5,0.01,0.55,Generatore a combustione,VA1JO23053945003,Gas naturale,24.0,,,,0.7,0.0,112.4,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.0,0.75,0.0,22.84,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,ALBERTO ROSSI,Diploma di laurea in architettura,Ordine degli architetti,,,,45.5950838,9.6902806,POINT (553838.5424961096 5049291.826363344),30062,3.0,3016222.0,16222.0,162220000005,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622210003.0,10003.0,1.0,0.0,0,0,3457.37865226,307447.657254
50,50,1801400002417,28/06/2017,True,False,BEREGUARDO,C,299,6,6,False,False,E.1(1),False,True,False,2,False,False,True,False,False,False,,Lombardia,BEREGUARDO,via cascine Orsine snc,via cascine Orsine snc BEREGUARDO,,,,,,E,1930-1945,98.0,0.0,310.0,0.0,True,False,False,True,False,False,red,yellow,False,G,294.7,"B (77,14)",,0.0,56.08,0.0,2767.17,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,272.0,0.88,194.82,0.01,1.1,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,265.83,,,,,,,0.0,0.0,0.0,Impianto simulato in quanto assente,Gas naturale,,0.57,0.0,28.87,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Adriano Savio,Diploma di laurea in ingegneria,Ordine degli ingegneri,,,,45.2492023,9.0130766,POINT (501026.158709905 5010634.306775814),7984,3.0,3018014.0,18014.0,180140000006,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801420001.0,20001.0,2.0,0.0,0,0,1073.18886339,42206.3939493
51,51,1702900221819,04/07/2019,False,True,BRESCIA,NCT,123,120,2,False,False,E.8,True,False,False,1,False,False,True,False,False,False,,Lombardia,BRESCIA,Via Turati 30,Via Turati 30 BRESCIA,T,,45.539238641398754,10.232158437035784,"(45.53923864139876, 10.232158437035784)",E,1977-1992,37.0,0.0,193.2,0.0,True,False,False,False,True,False,red,red,False,E,375.91,"B (153,21)",,32.48,75.83,2557.16,854.88,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,5.0,8.0,348.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,119.0,0.62,176.72,0.21,0.56,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,241.15,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.74,,32.48,134.77,,,,,,,,,,,,,True,True,False,False,True,False,Sabatino Monti,Diploma di geometra,,6.0,2.0,6.0,45.539236100000004,10.2317493,POINT (596165.6421034021 5043593.367382823),11661,3.0,3017029.0,17029.0,170290000439,439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702910001.0,10001.0,1.0,17029008.0,8,13,427.159222354,10199.3125
52,52,1304100043317,29/06/2017,True,False,CANTU',B639,16,5949,703,False,False,E.1(1),True,False,False,4,False,False,False,False,False,True,Ape volontario,Lombardia,CANTU`,VIA CORSO UNITA D'ITALIA 23,VIA CORSO UNITA D'ITALIA 23 CANTU`,,,,,,E,Prima del 1930,33.0,0.0,99.0,0.0,True,False,False,True,False,False,red,red,False,G,731.32,"B (60,63)",,0.0,139.16,0.0,2312.31,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,10.0,10.0,497.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,82.2,0.83,512.46,0.19,1.98,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,699.26,,,,,,,0.0,0.0,0.0,Impianto simulato in quanto assente,Gas naturale,,0.57,0.0,32.06,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Daniela Riva,Diploma di geometra,Collegio dei geometri,,,,45.7342627,9.1227346,POINT (509549.0166340292 5064530.269270493),37514,3.0,3013041.0,13041.0,130410000051,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304110002.0,10002.0,1.0,0.0,0,2,456.99022235,11632.3561048
53,53,1307400000919,29/06/2019,True,False,COLONNO,,8,468,1,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,COLONNO,Via Ai Monti 16,Via Ai Monti 16 COLONNO,1,,45.9577281344098,9.154375611406033,"(45.9577281344098, 9.154375611406033)",E,1900,106.0,0.0,290.4,0.0,True,False,False,True,False,False,red,yellow,False,G,329.84,"B (55,51)",,0.0,62.76,0.0,3349.95,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,15.6,10.0,281.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,187.79,0.65,220.49,0.01,1.96,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,300.86,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,28.98,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,LUCA NESTA,Laurea magistrale in ingegneria,Ordine degli ingegneri,2.0,7.0,2.0,45.958298299999996,9.156013900000001,POINT (512089.5890348708 5089425.996016921),24784,3.0,3013074.0,13074.0,130740000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307410001.0,10001.0,1.0,0.0,0,0,2807.34383775,113066.981982
54,54,10805400016217,30/06/2017,True,False,LENTATE SUL SEVESO,,7,359,68,False,False,E.1(1),False,True,False,1,False,True,False,False,False,False,,Lombardia,LENTATE SUL SEVESO,VIA 5 GIORNATE DI MILANO 10,VIA 5 GIORNATE DI MILANO 10 LENTATE SUL SEVESO,1,,45.686511385418385,9.108871838602276,"(45.68651138541838, 9.108871838602278)",E,1977-1992,96.48,0.0,376.26,0.0,True,False,False,True,False,False,red,yellow,False,E,111.49,"B (45,75)",,0.0,21.21,0.0,1030.59,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,5.0,8.0,96.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,103.95,0.28,48.51,0.03,0.5,Generatore a combustione,,Gas naturale,24.1,,,,0.65,0.0,74.49,,,,,,,0.0,0.0,0.0,Generatore a combustione,Gas naturale,24.1,0.45,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,True,False,False,True,False,ANDREA LUCENTE,Diploma di geometra,Collegio dei geometri,12.0,5.0,12.0,45.686401200000006,9.108308500000001,POINT (508433.8302622197 5059211.178831224),6813,3.0,3108054.0,108054.0,1080540000015,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10805410005.0,10005.0,1.0,0.0,0,0,982.181685125,49782.683114
55,55,1523000007619,02/07/2019,True,False,VAPRIO D'ADDA,,4,435,706,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,VAPRIO D`ADDA,Via Giuseppe Mazzini 23,Via Giuseppe Mazzini 23 VAPRIO D`ADDA,1,,,,,E,1961-1976,103.66,0.0,441.65,0.0,True,False,False,True,False,False,red,red,False,F,169.34,"B (55,2)",,0.0,32.22,0.0,1681.89,0,0,0.0,0,0,0,0,0,0,0,0,0,F,147.98,1.0,Fabbricato - involucro opaco,No,15.4,9.0,166.03,2.0,Fabbricato - involucro trasparente,No,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,19.1,9.0,147.98,0.0,,138.61,0.31,103.86,0.05,0.36,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,141.73,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,27.62,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Paolo Dario Foresti,Diploma di geometra,Collegio dei geometri,,,,45.5774475,9.5304388,POINT (541384.6219884779 5047237.573923218),16974,3.0,3015230.0,15230.0,152300000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1523010001.0,10001.0,1.0,0.0,0,0,1283.48887994,85027.8933742
56,56,1807600004719,02/07/2019,True,False,GROPELLO CAIROLI,,18,899,2,False,False,E.1 (1),False,True,False,1,False,True,False,False,False,False,,Lombardia,GROPELLO CAIROLI,Via Europa  11,Via Europa  11 GROPELLO CAIROLI,1,,45.179701772564364,8.996729988931055,"(45.179701772564364, 8.996729988931055)",E,1977-1992,81.12,0.0,317.11,0.0,True,False,False,True,False,False,red,green,False,F,187.7,"B (57,83)",,0.0,35.72,0.0,1458.91,0,0,0.0,0,0,0,0,0,0,0,0,0,C,75.6,1.0,Fabbricato - involucro opaco,No,7.5,7.0,100.05,2.0,Fabbricato - involucro trasparente,No,10.5,9.0,162.53,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,8.2,6.0,75.6,0.0,,104.84,0.33,115.3,0.02,0.02,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,157.33,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,30.37,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,Carlo Paglietti,Laurea magistrale in ingegneria,Ordine degli ingegneri,7.0,6.0,7.0,45.1796338,8.996609,POINT (499733.5737591631 5002905.759262287),1344,3.0,3018076.0,18076.0,180760000010,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807610001.0,10001.0,1.0,0.0,0,0,1300.39200082,87750.5181405
57,57,2002700006519,03/07/2019,True,False,GONZAGA,,29,99,0,False,False,E.1 (1),True,False,False,1,False,True,False,False,False,False,,Lombardia,GONZAGA,VIA BONOLDA 18,VIA BONOLDA 18 GONZAGA,,,44.96386761196932,10.887016554973297,"(44.96386761196932, 10.887016554973297)",E,1977-1992,235.12,0.0,957.17,0.0,True,False,False,True,False,False,red,green,False,F,297.37,"B (93,52)",,0.0,56.59,0.0,6699.12,0,0,0.0,0,0,0,0,0,0,0,0,0,,,1.0,Fabbricato - involucro opaco,No,10.0,9.0,297.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,700.73,0.73,202.2,0.01,0.03,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,275.9,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,21.47,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,GIULIO SPAGNA,Diploma di geometra,Collegio dei geometri,9.0,4.0,9.0,44.96419,10.88671,POINT (648794.2798938078 4980703.910215867),41934,3.0,3020027.0,20027.0,200270000052,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2002720009.0,20009.0,2.0,0.0,0,0,2272.82104925,85783.5326883
58,58,1200100000619,05/07/2019,True,False,AGRA,,4,2838,2,False,False,E.1 (1),False,True,False,2,False,True,False,False,False,False,,Lombardia,AGRA,PIAZZA SAN ROCCO 1,PIAZZA SAN ROCCO 1 AGRA,,,46.03538811037257,8.771518725366642,"(46.03538811037256, 8.771518725366642)",F,Prima del 1930,59.59,0.0,349.93,0.0,True,False,False,True,False,False,red,red,False,G,682.62,"B (103,05)",,0.0,129.89,0.0,3897.44,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,10.0,623.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,250.94,0.72,472.62,0.05,0.17,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,644.91,,,,,,,0.0,0.0,0.0,,,,0.57,0.0,37.72,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,0.0,,0.0,0.0,,,,,,,,,,,,,True,True,False,False,True,False,SUSANNA AGRATI,Diploma di geometra,Collegio dei geometri,1.0,3.0,1.0,46.03469519999999,8.772689199999999,POINT (482409.804895694 5097927.493143236),26056,3.0,3012001.0,12001.0,120010000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200110001.0,10001.0,1.0,0.0,0,0,4829.28847157,270780.695834
59,59,1606900004917,30/06/2017,False,True,CENATE SOTTO,,9,5316,0,False,False,E.8,True,False,False,1,False,False,False,False,False,True,APE da allegare alla pratica di agibilità,Lombardia,CENATE SOTTO,Via Alessandro Volta  snc,Via Alessandro Volta  snc CENATE SOTTO,T,,45.690986034286496,9.819824565546227,"(45.6909860342865, 9.819824565546227)",E,2016,791.03,0.0,6835.19,0.0,True,False,False,False,True,False,yellow,red,False,B,206.57,"B (190,0)",,37.71,44.29,63470.91,3797.73,0,0,0.0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2615.47,0.38,36.72,0.2,0.2,Impianto simulato in quanto assente,,Gas naturale,,,,,0.73,0.0,50.11,,,,,,,0.0,0.0,0.0,Impianto simulato in quanto assente,Gas naturale,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,,,15.82,,37.71,156.46,,,,,,,,,,,,,True,True,False,False,True,False,Luisa Tosi,Diploma di geometra,Collegio dei geometri,5.0,1.0,5.0,45.6903529,9.8207025,POINT (563902.3988219585 5059972.01876492),30820,3.0,3016069.0,16069.0,160690000006,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606910003.0,10003.0,1.0,0.0,0,0,3250.24395697,303576.469552
